브랜드,isAnchor,fit,소재,정규화실루엣,성별,product,size,총장,허리단면,엉덩이단면,허벅지단면,밑위,밑단단면,비고
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,26,102,35,44.5,29.3,26,20,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,27,102,36.3,45.75,29.9,26,20.3,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,28,103,37.5,47,30.5,26.5,20.5,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,29,103,38.8,48.25,31.1,26.5,20.8,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,30,104,40,49.5,31.8,27,21,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,31,104,41.3,50.75,32.4,27,21.3,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,32,104,42.5,52,33,27.5,21.5,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,33,104,43.8,53.25,33.6,28,21.8,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,34,105,45,54.5,34.3,28.5,22,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,36,105,47.5,57,35.5,29.5,22.5,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,38,106,50,59.5,36.8,30.5,23,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,40,106,52.5,62,38,31.5,23.5,
무신사스탠다드,true,세미와이드,slacks,wide,남성,세미 와이드 히든 밴딩 슬랙스,42,107,55,64.5,39.3,32.5,24,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,26,103,35,51.5,33,28,25.5,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,27,103,36.3,52.75,33.6,28,25.8,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,28,104,37.5,54,34.3,28.5,26,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,29,104,38.8,55.25,34.9,28.5,26.3,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,30,105,40,56.5,35.5,29,26.5,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,31,105,41.3,57.75,36.1,29,26.8,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,32,105,42.5,59,36.8,29.5,27,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,33,105,43.8,60.25,37.4,30,27.3,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,34,106,45,61.5,38,30.5,27.5,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,36,106,47.5,64,39.3,31.5,28,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,38,107,50,66.5,40.5,32.5,28.5,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,40,107,52.5,69,41.8,33.5,29,
무신사스탠다드,true,리얼와이드,slacks,wide,남성,리얼 와이드 히든 밴딩 슬랙스,42,108,55,71.5,43,34.5,29.5,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,26,103,35,48,30.8,27,22.5,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,27,103,36.3,49.25,31.4,27,22.8,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,28,104,37.5,50.5,32,27.5,23,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,29,104,38.8,51.75,32.6,27.5,23.3,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,30,105,40,53,33.3,28,23.5,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,31,105,41.3,54.25,33.9,28,23.8,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,32,105,42.5,55.5,34.5,28.5,24,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,33,105,43.8,56.75,35.1,29,24.3,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,34,106,45,58,35.8,29.5,24.5,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,36,106,47.5,60.5,37,30.5,25,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,38,107,50,63,38.3,31.5,25.5,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,40,107,52.5,65.5,39.5,32.5,26,
무신사스탠다드,true,와이드,slacks,wide,남성,와이드 히든 밴딩 슬랙스,42,108,55,68,40.8,33.5,26.5,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,26,99,35,44.5,27.8,26.5,19.5,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,27,99,36.3,45.75,28.3,26.5,19.8,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,28,100,37.5,47,29,27,20,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,29,100,38.8,48.25,29.6,27,20.2,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,30,101,40,49.5,30.3,27.5,20.5,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,31,101,41.3,50.75,30.8,27.5,20.8,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,32,101,42.5,52,31.5,28,21,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,33,101,43.8,53.25,32.1,28.5,21.3,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,34,102,45,54.5,32.8,29,21.5,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,36,102,47.5,57,34,29.5,22,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,38,103,50,59.5,35.3,31,22.5,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,40,103,52.5,62,36.5,32,23,
무신사스탠다드,true,스트레이트,slacks,straight,남성,스트레이트 히든 밴딩 슬랙스,42,104,55,64.5,37.8,33,23.5,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,26,105,35,47.5,29.8,27.5,21.5,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,27,105,36.3,48.75,30.4,27.5,21.8,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,28,106,37.5,50,31,28,22,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,29,106,38.8,51.25,31.6,28,22.3,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,30,107,40,52.5,32.3,28.5,22.5,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,31,107,41.3,53.75,32.9,28.5,22.8,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,32,107,42.5,55,33.5,29,23,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,33,107,43.8,56.25,34.1,29.5,23.3,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,34,108,45,57.5,34.8,30,23.5,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,36,108,47.5,60,36,31,24,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,38,109,50,62.5,37.3,32,24.5,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,40,109,52.5,65,38.5,33,25,
무신사스탠다드,true,레귤러,other,straight,남성,레플리카 퍼티그 팬츠,42,110,55,67.5,39.8,34,25.5,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,27,107.5,36.75,46.75,33.25,29.5,24.75,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,28,108,38,48,33.9,30,25,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,29,108.5,39.25,49.25,34.55,30.5,25.25,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,30,109,40.5,50.5,35.2,31,25.5,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,31,109.5,41.75,51.75,35.85,31.5,25.75,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,32,110,43,53,36.5,32,26,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,33,110.5,44.25,54.25,37.15,32.5,26.25,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,34,111,45.5,55.5,37.8,33,26.5,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,36,112,48,58,39.1,34,27,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,38,113,50.5,60.5,40.4,35,27.5,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,40,114,53,63,41.7,35.5,28,
무신사스탠다드,true,와이드,denim,wide,남성,커브드 데님 팬츠,42,114,55.5,65.5,43,35.5,28.5,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,26,105,35.5,47.5,31.3,30,24.5,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,27,105,36.75,48.8,31.9,30,24.75,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,28,106,38,50,32.5,30.5,25,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,29,106,39.25,51.3,33.1,30.5,25.25,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,30,107,40.5,52.5,33.8,31,25.5,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,31,107,41.75,53.8,34.4,31,25.75,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,32,107,43,55,35,31.5,26,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,33,107,44.25,56.3,35.6,32,26.25,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,34,108,45.5,57.5,36.3,32.5,26.5,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,36,108,48,60,37.5,33.5,27,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,38,109,50.5,62.5,38.8,34.5,27.5,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,40,109,53,65,40,35.5,28,
무신사스탠다드,true,와이드,denim,wide,남성,와이드 데님 팬츠,42,110,55.5,67.5,41.3,36.5,28.5,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,26,101,35,44.5,27.3,27,19.9,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,27,101,36.25,45.75,27.9,27,20.25,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,28,102,37.5,47,28.5,27.5,20.6,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,29,102,38.75,48.25,29.1,27.5,20.95,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,30,103,40,49.5,29.8,28,21.3,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,31,103,41.25,50.75,30.4,28,21.65,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,32,103,42.5,52,31,28.5,22,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,33,103,43.75,53.25,31.6,29,22.35,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,34,104,45,54.5,32.25,29.5,22.7,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,36,104,47.5,57,33.5,30.5,23.4,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,38,105,50,59.5,34.75,31.5,24.1,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,40,105,52.5,62,36,32.5,24.8,
무신사스탠다드,true,스트레이트,denim,straight,남성,스트레이트 데님 팬츠,42,106,55,64.5,37.25,33.5,25.5,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,26,96.5,35,57.5,35.8,31,24,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,27,97.5,36.3,58.8,36.4,31.5,24.3,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,28,97.5,37.5,60,37,32,24.5,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,29,98.5,38.8,61.3,37.6,32.5,24.8,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,30,98.5,40,62.5,38.3,33,25,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,31,99.5,41.3,63.8,38.9,33.5,25.3,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,32,99.5,42.5,65,39.5,34,25.5,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,33,100.5,43.8,66.3,40.3,34.5,25.8,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,34,100.5,45,67.5,40.8,35,26,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,36,101.5,47.5,70,42,36,26.5,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,38,101.5,50,72.5,43.7,37,27,
무신사스탠다드,true,와이드,other,wide,남성,코튼 와이드 벌룬 팬츠,40,102.5,52.5,75,44.5,38,27.5,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠,XS,101,31,46.4,34.25,31.8,24.75,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠,S,102,33.5,48.9,35.5,32.5,25.75,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠,M,103,36,51.4,36.75,33.2,26.75,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠,L,104,38.5,53.9,38,33.9,27.75,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 와이드 카고 팬츠,24,102,32,48,32.5,29.5,24,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 와이드 카고 팬츠,25,102,33.25,49.3,33.1,30,24.3,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 와이드 카고 팬츠,26,103,34.5,50.5,33.75,30.5,24.5,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 와이드 카고 팬츠,27,103,35.75,51.8,34.4,31,24.8,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 와이드 카고 팬츠,28,103,37,53,35,31.5,25,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 와이드 카고 팬츠,29,104,38.25,54.3,35.6,32,25.3,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 와이드 카고 팬츠,30,104,39.5,55.5,36.25,32.5,25.5,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,24,99,33,43.75,28.75,27,25.5,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,25,99,34.25,45,29.38,27.5,25.75,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,26,100,35.5,46.25,30,28,26,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,27,100,36.75,47.5,30.63,28.5,26.25,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,28,100,38,48.75,31.25,29,26.5,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,29,101,39.25,50,31.88,29.5,26.75,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,30,101,40.5,51.25,32.5,30,27,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,31,102,41.75,52.5,33.1,30.5,27.25,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,32,102,43,53.75,33.75,31,27.5,
무신사스탠다드,true,와이드,slacks,wide,여성,우먼즈 와이드 히든 밴딩 슬랙스,34,103,45.5,56.25,35,32,28,
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,24,101,32.75,43,26.5,26,26.25,부츠컷
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,25,101,34,44.25,27.125,26.5,26.5,부츠컷
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,26,102,35.25,45.5,27.75,27,26.75,부츠컷
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,27,102,36.5,46.75,28.375,27.5,27,부츠컷
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,28,102,37.75,48,29,28,27.25,부츠컷
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,29,103,39,49.25,29.625,28.5,27.5,부츠컷
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,30,103,40.25,50.5,30.25,29,27.75,부츠컷
무신사스탠다드,true,레귤러,slacks,bootcut,여성,우먼즈 세미 부츠 컷 히든 밴딩 슬랙스,34,105,45.25,55.5,32.75,31,28.75,부츠컷
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,24,95.5,33,44,28.25,26,23,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,25,95.5,34.25,45.25,28.875,26.5,23.25,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,26,96.5,35.5,46.5,29.5,27,23.5,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,27,96.5,36.75,47.75,30.125,27.5,23.75,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,28,96.5,38,49,30.75,28,24,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,29,97.5,39.25,50.25,31.375,28.5,24.25,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,30,97.5,40.5,51.5,32,29,24.5,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,31,98.5,41.75,52.75,32.625,29.5,24.75,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,32,98.5,43,54,33.25,30,25,
무신사스탠다드,true,레귤러,slacks,straight,여성,우먼즈 스트레이트 히든 밴딩 슬랙스,34,99.5,45.5,56.5,34.5,31,25.5,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 코튼 커브드 팬츠,24,103,35.5,46.5,30.95,28.5,27,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 코튼 커브드 팬츠,25,103.5,36.75,47.75,31.6,29,27.25,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 코튼 커브드 팬츠,26,104,38,49,32.25,29.5,27.5,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 코튼 커브드 팬츠,27,104.5,39.25,50.25,32.9,30,27.75,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 코튼 커브드 팬츠,28,105,40.5,51.5,33.55,30.5,28,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 코튼 커브드 팬츠,29,105.5,41.75,52.75,34.2,31,28.25,
무신사스탠다드,true,와이드,other,wide,여성,우먼즈 코튼 커브드 팬츠,30,106,43,54,34.85,31.5,28.5,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,24,91,33.5,43,27.75,25,17,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,25,91,34.75,44.25,28.38,25.5,17.25,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,26,92,36,45.5,29,26,17.5,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,27,92,37.25,46.75,29.63,26.5,17.75,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,28,92,38.5,48,30.25,27,18,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,29,93,39.75,49.25,30.88,27.5,18.25,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,30,93,41,50.5,31.5,28,18.5,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,31,94,42.25,51.75,32.1,28.5,18.75,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,32,94,43.5,53,32.75,29,19,
무신사스탠다드,true,슬림,slacks,slim,여성,우먼즈 슬림 스트레이트 히든 밴딩 슬랙스,34,95,46,55.5,34,30,19.5,
무신사스탠다드,true,루즈,other,wide,여성,우먼즈 릴렉스드 라운지 스웨트 팬츠,XS,99,30,47.5,29.25,30.3,22.5,
무신사스탠다드,true,루즈,other,wide,여성,우먼즈 릴렉스드 라운지 스웨트 팬츠,S,100,32.5,50,30.5,31,23,
무신사스탠다드,true,루즈,other,wide,여성,우먼즈 릴렉스드 라운지 스웨트 팬츠,M,101,35,52.5,31.75,31.7,23.5,
무신사스탠다드,true,루즈,other,wide,여성,우먼즈 릴렉스드 라운지 스웨트 팬츠,L,102,37.5,55,33,32.4,24,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,23,103,31.25,45.75,29.625,27.5,25.25,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,24,104,32.5,47,30.25,28,25.5,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,25,104,33.75,48.25,30.875,28.5,25.75,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,26,105,35,49.5,31.5,29,26,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,27,105,36.25,50.75,32.125,29.5,26.25,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,28,105,37.5,52,32.75,30,26.5,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,29,106,38.75,53.25,33.375,30.5,26.75,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,30,106,40,54.5,34,31,27,
무신사스탠다드,true,와이드,denim,wide,여성,우먼즈 와이드 데님 팬츠,32,107,42.5,57,35.25,32,27.25,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,23,102,30.25,41.75,26.63,27.5,21.25,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,24,103,31.5,43,27.25,28,21.5,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,25,103,32.75,44.25,27.88,28.5,21.75,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,26,104,34,45.5,28.5,29,22,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,27,104,35.25,46.75,29.13,29.5,22.25,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,28,104,36.5,48,29.75,30,22.5,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,29,105,37.75,49.25,30.38,30.5,22.75,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,30,105,39,50.5,31,31,23,
무신사스탠다드,true,루즈,denim,wide,여성,우먼즈 스트레이트 데님 팬츠,32,106,41.5,54,32.75,32,23.5,
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),73,,38,46.5,30.5,23,18.5,총장 미제공(다리길이 76/85 수선가능);허리·엉덩이=둘레÷2(76/93)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),76,,39.5,48,31.5,23.5,18.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(79/96)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),79,,41,49.5,32.5,24,19,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(82/99)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),82,,42.5,51,33.5,24.5,19.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(85/102)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),85,,44,52.5,34.5,25,20,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(88/105)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),88,,45.5,53.75,35.5,25,20.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(91/107.5)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),91,,47,55.5,36.5,25.5,20.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(94/111)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),95,,49,57.25,37.5,26,21,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(98/114.5)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),100,,51.5,59.25,39.5,27,21.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(103/118.5)
유니클로,true,슬림,other,slim,남성,감탄팬츠(라이트),105,,54,61,41,27.5,21.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(108/122)
